('二团', '怀恋翻车鱼', '术士', '头部', '复仇骨帽', '16929', '+8 法术强度', '2020-22')
('一团', 'Acmen', '圣骑士', '饰品', '龙鳞碎片', '17064', '', '2020-22')
('一团', 'Acmen', '圣骑士', '饰品', '石楠之环', '12930', '', '2020-22')
('一团', 'Acmen', '圣骑士', '饰品', '恢复宝石', '19395', '', '2020-22')
('一团', 'Acmen', '圣骑士', '背部', '野性之皮', '18510', '', '2020-22')
('一团', 'Acmen', '圣骑士', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('一团', 'Acmen', '圣骑士', '主手武器', '金度的妖器', '19890', '+29 法术强度', '2020-22')
('一团', 'Acmen', '圣骑士', '副手', '生命花环', '19312', '', '2020-22')
('一团', 'Acmen', '圣骑士', '远程', '埃根的冲击器', '13289', '', '2020-22')
('一团', '猎丨头', '猎人', '头部', '巨人追猎者头盔', '16846', '+8 敏捷', '2020-22')
('一团', '猎丨头', '猎人', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('一团', '猎丨头', '猎人', '肩部', '巨人追猎者肩饰', '16848', '+5 火焰抗性', '2020-22')
('一团', '猎丨头', '猎人', '衬衣', '杉德尔船长的衬衣', '3342', '', '2020-22')
('一团', '猎丨头', '猎人', '胸部', '巨人追猎者胸甲', '16845', '+4 所有属性', '2020-22')
('一团', '猎丨头', '猎人', '腰部', '巨人追猎者腰带', '16851', '', '2020-22')
('一团', '猎丨头', '猎人', '腿部', '巨人追猎者护腿', '16847', '+8 敏捷', '2020-22')
('一团', '猎丨头', '猎人', '脚', '巨人追猎者长靴', '16849', '加速略微提升', '2020-22')
('一团', '猎丨头', '猎人', '腕部', '巨人追猎者护腕', '16850', '+9 耐力', '2020-22')
('一团', '猎丨头', '猎人', '手', '巨人追猎者手套', '16852', '+7 敏捷', '2020-22')
('一团', '猎丨头', '猎人', '手指', '迅击戒指', '18821', '', '2020-22')
('一团', '猎丨头', '猎人', '手指', '胡里奥指环', '19325', '', '2020-22')
('一团', '猎丨头', '猎人', '饰品', '埃雷萨拉斯皇家徽记', '18473', '', '2020-22')
('一团', '猎丨头', '猎人', '饰品', '黑手饰物', '13965', '', '2020-22')
('一团', '猎丨头', '猎人', '背部', '环雾披风', '17102', '+5 所有抗性', '2020-22')
('一团', '猎丨头', '猎人', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-22')
('一团', '猎丨头', '猎人', '主手武器', '哈卡莱战刃', '19865', '', '2020-22')
('一团', '猎丨头', '猎人', '副手', '熔火犬牙', '18805', '+15 敏捷', '2020-22')
('一团', '猎丨头', '猎人', '远程', '伦鲁迪洛尔，上古守护者的长弓', '18713', '+30 远程爆击', '2020-22')
('一团', '小小蓉', '术士', '头部', '复仇骨帽', '16929', '+18 法术强度，+10 耐力', '2020-22')
('一团', '小小蓉', '术士', '颈部', '耶克里克的蛋白石护符', '19923', '', '2020-22')
('一团', '小小蓉', '术士', '颈部', '龙火护符', '16309', '', '2020-22')
('一团', '小小蓉', '术士', '肩部', '复仇肩铠', '16932', '+5 所有抗性', '2020-22')
('一团', '小小蓉', '术士', '衬衣', '体面的白衬衣', '4334', '', '2020-22')
('一团', '小小蓉', '术士', '胸部', '血藤外套', '19682', '+100 法力值', '2020-22')
('一团', '小小蓉', '术士', '胸部', '复仇法袍', '16931', '+4 所有属性', '2020-22')
('一团', '小小蓉', '术士', '腰部', '复仇腰带', '16933', '', '2020-22')
('一团', '小小蓉', '术士', '腿部', '血藤护腿', '19683', '+18 法术强度，+10 耐力', '2020-22')
('一团', '小小蓉', '术士', '腿部', '复仇护腿', '16930', '+8 法术强度', '2020-22')
('一团', '小小蓉', '术士', '脚', '血藤长靴', '19684', '加速略微提升', '2020-22')
('一团', '小小蓉', '术士', '脚', '复仇战靴', '16927', '加速略微提升', '2020-22')
('一团', '小小蓉', '术士', '腕部', '恶魔之心护腕', '16804', '+7 智力', '2020-22')
('一团', '小小蓉', '术士', '手', '黑焰手套', '19407', '+5 草药学', '2020-22')
('一团', '小小蓉', '术士', '手', '光芒手套', '16979', '', '2020-22')
('一团', '小小蓉', '术士', '手指', '黑暗统御指环', '19434', '', '2020-22')
('一团', '小小蓉', '术士', '手指', '惩戒指环', '22721', '', '2020-22')
('一团', '小小蓉', '术士', '饰品', '赞达拉英雄护符', '19950', '', '2020-22')
('一团', '小小蓉', '术士', '饰品', '闪耀徽章', '2802', '', '2020-22')
('一团', '小小蓉', '术士', '饰品', '石楠之环', '12930', '', '2020-22')
('一团', '小小蓉', '术士', '背部', '吞噬披风', '19857', '+5 所有抗性', '2020-22')
('一团', '小小蓉', '术士', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-22')
('一团', '小小蓉', '术士', '主手武器', '统御法杖', '18842', '+30 法术强度', '2020-22')
('一团', '小小蓉', '术士', '远程', '噬骨铁针', '13938', '', '2020-22')
('一团', '小小蓉', '术士', '公会徽章', '血色十字军战袍', '23192', '', '2020-22')
('一团', '白石麻衣', '战士', '头部', '无尽怒气头盔', '19372', '+100 生命值', '2020-22')
('一团', '白石麻衣', '战士', '头部', '黑铁头盔', '19148', '+20 火焰抗性', '2020-22')
('一团', '白石麻衣', '战士', '颈部', '艾斯卡达尔的项圈', '18205', '', '2020-22')
('一团', '白石麻衣', '战士', '颈部', '龙火护符', '16309', '', '2020-22')
('一团', '白石麻衣', '战士', '肩部', '刺钢护肩', '20517', '+15 攻击强度', '2020-22')
('一团', '白石麻衣', '战士', '肩部', '黑色龙鳞护肩', '15051', '+5 所有抗性', '2020-22')
('一团', '白石麻衣', '战士', '衬衣', '外科医生衬衣', '14617', '', '2020-22')
('一团', '白石麻衣', '战士', '胸部', '赞达拉辩护者胸甲', '19822', '+3 所有属性', '2020-22')
('一团', '白石麻衣', '战士', '胸部', '黑色龙鳞胸甲', '15050', '+100 生命值', '2020-22')
('一团', '白石麻衣', '战士', '腰部', '冲击束带', '19137', '', '2020-22')
('一团', '白石麻衣', '战士', '腿部', '怪异强化腿甲', '18380', '+100 生命值', '2020-22')
('一团', '白石麻衣', '战士', '腿部', '黑铁护腿', '17013', '+20 火焰抗性', '2020-22')
('一团', '白石麻衣', '战士', '脚', '熔火胫甲', '18806', '+7 耐力', '2020-22')
('一团', '白石麻衣', '战士', '脚', '黑色龙鳞战靴', '16984', '+7 耐力', '2020-22')
('一团', '白石麻衣', '战士', '腕部', '赞达拉辩护者护臂', '19824', '+9 耐力', '2020-22')
('一团', '白石麻衣', '战士', '腕部', '琥珀臂甲', '11767', '+7 耐力', '2020-22')
('一团', '白石麻衣', '战士', '手', '力量护手', '16863', '+7 力量', '2020-22')
('一团', '白石麻衣', '战士', '手指', '屠龙大师之戒', '19384', '', '2020-22')
('一团', '白石麻衣', '战士', '手指', '埃古雷亚指环', '17063', '', '2020-22')
('一团', '白石麻衣', '战士', '饰品', '黑手饰物', '13965', '', '2020-22')
('一团', '白石麻衣', '战士', '饰品', '奥妮克希亚龙血护符', '18406', '', '2020-22')
('一团', '白石麻衣', '战士', '饰品', '生命宝石', '19341', '', '2020-22')
('一团', '白石麻衣', '战士', '饰品', '闪耀徽章', '2802', '', '2020-22')
('一团', '白石麻衣', '战士', '背部', '龙血斗篷', '17107', '+5 所有抗性', '2020-22')
('一团', '白石麻衣', '战士', '背部', '奥妮克希亚鳞片披风', '15138', '+5 所有抗性', '2020-22')
('一团', '白石麻衣', '战士', '主手武器', '雷霆之怒，逐风者的祝福之剑', '19019', '十字军', '2020-22')
('一团', '白石麻衣', '战士', '副手', '龙牙之刃', '19346', '十字军', '2020-22')
('一团', '白石麻衣', '战士', '副手', '源质壁垒', '19349', '+7 耐力', '2020-22')
('一团', '白石麻衣', '战士', '远程', '龙息手持火炮', '19368', '', '2020-22')
('一团', '白石麻衣', '战士', '公会徽章', '公会徽章', '5976', '', '2020-22')
('一团', '贱来箭往', '猎人', '头部', '巨人追猎者头盔', '16846', '+24 远程攻击强度，+10 耐力，+1% 命中几率', '2020-22')
('一团', '贱来箭往', '猎人', '颈部', '普瑞斯托的阴谋饰物', '19377', '', '2020-22')
('一团', '贱来箭往', '猎人', '颈部', '龙火护符', '16309', '', '2020-22')
('一团', '贱来箭往', '猎人', '肩部', '巨人追猎者肩饰', '16848', '', '2020-22')
('一团', '贱来箭往', '猎人', '衬衣', '皱褶捕兽者衬衣', '148', '', '2020-22')
('一团', '贱来箭往', '猎人', '胸部', '巨人追猎者胸甲', '16845', '+4 所有属性', '2020-22')
('一团', '贱来箭往', '猎人', '腰部', '巨人追猎者腰带', '16851', '', '2020-22')
('一团', '贱来箭往', '猎人', '腿部', '巨人追猎者护腿', '16847', '+24 远程攻击强度，+10 耐力，+1% 命中几率', '2020-22')
('一团', '贱来箭往', '猎人', '腿部', '巨龙追猎者腿甲', '16938', '', '2020-22')
('一团', '贱来箭往', '猎人', '脚', '巨人追猎者长靴', '16849', '+7 敏捷', '2020-22')
('一团', '贱来箭往', '猎人', '脚', '巨龙追猎者胫甲', '16941', '', '2020-22')
('一团', '贱来箭往', '猎人', '腕部', '巨人追猎者护腕', '16850', '+7 智力', '2020-22')
('一团', '贱来箭往', '猎人', '手', '巨人追猎者手套', '16852', '+7 敏捷', '2020-22')
('一团', '贱来箭往', '猎人', '手指', '胡里奥指环', '19325', '', '2020-22')
('一团', '贱来箭往', '猎人', '手指', '埃古雷亚指环', '17063', '', '2020-22')
('一团', '贱来箭往', '猎人', '饰品', '埃雷萨拉斯皇家徽记', '18473', '', '2020-22')
('一团', '贱来箭往', '猎人', '饰品', '黑手饰物', '13965', '', '2020-22')
('一团', '贱来箭往', '猎人', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-22')
('一团', '贱来箭往', '猎人', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-22')
('一团', '贱来箭往', '猎人', '主手武器', '辛洛斯，诸界的毁灭者', '19854', '+15 敏捷', '2020-22')
('一团', '贱来箭往', '猎人', '远程', '伦鲁迪洛尔，上古守护者的长弓', '18713', '瞄准镜（+7 伤害）', '2020-22')
('一团', '贱来箭往', '猎人', '公会徽章', '雷矛军服', '19032', '', '2020-22')
('一团', '诺也', '猎人', '头部', '巨龙追猎者头盔', '16939', '+24 远程攻击强度，+10 耐力，+1% 命中几率', '2020-22')
('一团', '诺也', '猎人', '颈部', '普瑞斯托的阴谋饰物', '19377', '', '2020-22')
('一团', '诺也', '猎人', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('一团', '诺也', '猎人', '肩部', '巨龙追猎者肩甲', '16937', '+15 攻击强度', '2020-22')
('一团', '诺也', '猎人', '衬衣', '紫色丝质衬衣', '4335', '', '2020-22')
('一团', '诺也', '猎人', '胸部', '巨龙追猎者胸甲', '16942', '+4 所有属性', '2020-22')
('一团', '诺也', '猎人', '腰部', '巨龙追猎者腰带', '16936', '', '2020-22')
('一团', '诺也', '猎人', '腿部', '巨龙追猎者腿甲', '16938', '+24 远程攻击强度，+10 耐力，+1% 命中几率', '2020-22')
('一团', '诺也', '猎人', '脚', '巨龙追猎者胫甲', '16941', '+7 敏捷', '2020-22')
('一团', '诺也', '猎人', '腕部', '巨龙追猎者护腕', '16935', '+9 耐力', '2020-22')
('一团', '诺也', '猎人', '手', '巨龙追猎者护手', '16940', '+7 敏捷', '2020-22')
('一团', '诺也', '猎人', '手', '巨人追猎者手套', '16852', '+7 敏捷', '2020-22')
('一团', '诺也', '猎人', '手指', '埃古雷亚指环', '17063', '', '2020-22')
('一团', '诺也', '猎人', '手指', '巨魔族长徽记', '19898', '', '2020-22')
('一团', '诺也', '猎人', '饰品', '联盟徽记', '18856', '', '2020-22')
('一团', '诺也', '猎人', '饰品', '魔暴龙眼', '19991', '', '2020-22')
('一团', '诺也', '猎人', '饰品', '埃雷萨拉斯皇家徽记', '18473', '', '2020-22')
('一团', '诺也', '猎人', '饰品', '黑手饰物', '13965', '', '2020-22')
('一团', '诺也', '猎人', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-22')
('一团', '诺也', '猎人', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-22')
('一团', '诺也', '猎人', '主手武器', '斩骨手斧', '18737', '+15 敏捷', '2020-22')
('一团', '诺也', '猎人', '副手', '斩骨手斧', '18737', '+15 敏捷', '2020-22')
('一团', '诺也', '猎人', '远程', '埃瑟利苏尔，惩戒之弩', '19361', '瞄准镜（+7 伤害）', '2020-22')
('一团', '超笨大笨熊', '猎人', '头部', '巨人追猎者头盔', '16846', '+24 远程攻击强度，+10 耐力，+1% 命中几率', '2020-22')
('一团', '超笨大笨熊', '猎人', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('一团', '超笨大笨熊', '猎人', '肩部', '巨人追猎者肩饰', '16848', '', '2020-22')
('一团', '超笨大笨熊', '猎人', '衬衣', '皱褶捕兽者衬衣', '148', '', '2020-22')
('一团', '超笨大笨熊', '猎人', '胸部', '巨人追猎者胸甲', '16845', '+4 所有属性', '2020-22')
('一团', '超笨大笨熊', '猎人', '腰部', '巨人追猎者腰带', '16851', '', '2020-22')
('一团', '超笨大笨熊', '猎人', '腿部', '巨人追猎者护腿', '16847', '+24 远程攻击强度，+10 耐力，+1% 命中几率', '2020-22')
('一团', '超笨大笨熊', '猎人', '脚', '巨人追猎者长靴', '16849', '+7 敏捷', '2020-22')
('一团', '超笨大笨熊', '猎人', '腕部', '巨人追猎者护腕', '16850', '+9 耐力', '2020-22')
('一团', '超笨大笨熊', '猎人', '手', '巨人追猎者手套', '16852', '+7 敏捷', '2020-22')
('一团', '超笨大笨熊', '猎人', '手指', '痛苦指环', '13098', '', '2020-22')
('一团', '超笨大笨熊', '猎人', '手指', '胡里奥指环', '19325', '', '2020-22')
('一团', '超笨大笨熊', '猎人', '饰品', '埃雷萨拉斯皇家徽记', '18473', '', '2020-22')
('一团', '超笨大笨熊', '猎人', '饰品', '魔暴龙眼', '19991', '', '2020-22')
('一团', '超笨大笨熊', '猎人', '饰品', '黑手饰物', '13965', '', '2020-22')
('一团', '超笨大笨熊', '猎人', '背部', '环雾披风', '17102', '+3 敏捷', '2020-22')
('一团', '超笨大笨熊', '猎人', '背部', '奥妮克希亚鳞片披风', '15138', '+3 敏捷', '2020-22')
('一团', '超笨大笨熊', '猎人', '主手武器', '熔火犬牙', '18805', '+15 敏捷', '2020-22')
('一团', '超笨大笨熊', '猎人', '副手', '无面者之牙', '19859', '+15 敏捷', '2020-22')
('一团', '超笨大笨熊', '猎人', '远程', '伦鲁迪洛尔，上古守护者的长弓', '18713', '+30 远程爆击', '2020-22')
('一团', '超笨大笨熊', '猎人', '公会徽章', '公会徽章', '5976', '', '2020-22')
('一团', '跑得慢', '盗贼', '头部', '血牙头巾', '16908', '+8 敏捷', '2020-22')
('一团', '跑得慢', '盗贼', '头部', '夜幕杀手头巾', '16821', '', '2020-22')
('一团', '跑得慢', '盗贼', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-22')
('一团', '跑得慢', '盗贼', '肩部', '夜幕杀手护肩', '16823', '', '2020-22')
('一团', '跑得慢', '盗贼', '衬衣', '红色亚麻衬衣', '2575', '', '2020-22')
('一团', '跑得慢', '盗贼', '胸部', '血牙胸甲', '16905', '+4 所有属性', '2020-22')
('一团', '跑得慢', '盗贼', '腰部', '血牙腰带', '16910', '', '2020-22')
('一团', '跑得慢', '盗贼', '腰部', '夜幕杀手腰带', '16827', '', '2020-22')
('一团', '跑得慢', '盗贼', '腿部', '血牙短裤', '16909', '+8 敏捷', '2020-22')
('一团', '跑得慢', '盗贼', '脚', '暗影烈焰长靴', '19381', '加速略微提升', '2020-22')
('一团', '跑得慢', '盗贼', '脚', '血牙长靴', '16906', '', '2020-22')
('一团', '跑得慢', '盗贼', '腕部', '血牙护腕', '16911', '+9 力量', '2020-22')
('一团', '跑得慢', '盗贼', '手', '血牙手套', '16907', '', '2020-22')
('一团', '跑得慢', '盗贼', '手', '古代熔火皮手套', '18823', '+7 敏捷', '2020-22')
('一团', '跑得慢', '盗贼', '手指', '迅击戒指', '18821', '', '2020-22')
('一团', '跑得慢', '盗贼', '手指', '胡里奥指环', '19325', '', '2020-22')
('一团', '跑得慢', '盗贼', '饰品', '埃雷萨拉斯皇家徽记', '18465', '', '2020-22')
('一团', '跑得慢', '盗贼', '饰品', '黑手饰物', '13965', '', '2020-22')
('一团', '跑得慢', '盗贼', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-22')
('一团', '跑得慢', '盗贼', '背部', '奥妮克希亚鳞片披风', '15138', '+7 火焰抗性', '2020-22')
('一团', '跑得慢', '盗贼', '主手武器', '毁灭之刃', '18816', '十字军', '2020-22')
('一团', '跑得慢', '盗贼', '副手', '熔火犬牙', '18805', '+15 敏捷', '2020-22')
('一团', '跑得慢', '盗贼', '远程', '古拉巴什矮人摧毁者', '19853', '', '2020-22')
('一团', '沙罗双树', '法师', '头部', '密苏达尔，夺魂者的头饰', '19375', '+18 法术强度，+8 爆击', '2020-22')
('一团', '沙罗双树', '法师', '颈部', '耶克里克的蛋白石护符', '19923', '', '2020-22')
