('二团', '血染胸毛', '盗贼', '头部', '血牙头巾', '16908', '+14 攻击强度，+12 躲闪', '2020-20')
('一团', '南林越女', '战士', '腿部', '黑铁护腿', '17013', '+20 火焰抗性', '2020-20')
('一团', '南林越女', '战士', '脚', '愤怒马靴', '16965', '+7 耐力', '2020-20')
('一团', '南林越女', '战士', '腕部', '愤怒护腕', '16959', '+9 耐力', '2020-20')
('一团', '南林越女', '战士', '手', '力量护手', '16863', '+7 力量', '2020-20')
('一团', '南林越女', '战士', '手指', '胡里奥指环', '19325', '', '2020-20')
('一团', '南林越女', '战士', '手指', '痛苦指环', '13098', '', '2020-20')
('一团', '南林越女', '战士', '饰品', '钻石水瓶', '20130', '', '2020-20')
('一团', '南林越女', '战士', '饰品', '黑手饰物', '13965', '', '2020-20')
('一团', '南林越女', '战士', '背部', '龙血斗篷', '17107', '+70 护甲', '2020-20')
('一团', '南林越女', '战士', '背部', '奥妮克希亚鳞片披风', '15138', '+5 所有抗性', '2020-20')
('一团', '南林越女', '战士', '主手武器', '奎尔塞拉', '18348', '十字军', '2020-20')
('一团', '南林越女', '战士', '主手武器', '夜幕', '19169', '十字军', '2020-20')
('一团', '南林越女', '战士', '副手', '死亡召唤者', '17068', '', '2020-20')
('一团', '南林越女', '战士', '副手', '龙人之盾', '12602', '+7 耐力', '2020-20')
('一团', '南林越女', '战士', '远程', '萨特强弓', '18323', '', '2020-20')
('一团', '白石麻衣', '战士', '头部', '无尽怒气头盔', '19372', '+100 生命值', '2020-20')
('一团', '白石麻衣', '战士', '头部', '黑铁头盔', '19148', '+20 火焰抗性', '2020-20')
('一团', '白石麻衣', '战士', '颈部', '艾斯卡达尔的项圈', '18205', '', '2020-20')
('一团', '白石麻衣', '战士', '颈部', '龙火护符', '16309', '', '2020-20')
('一团', '白石麻衣', '战士', '肩部', '刺钢护肩', '20517', '+5 所有抗性', '2020-20')
('一团', '白石麻衣', '战士', '肩部', '黑色龙鳞护肩', '15051', '+5 所有抗性', '2020-20')
('一团', '白石麻衣', '战士', '衬衣', '外科医生衬衣', '14617', '', '2020-20')
('一团', '白石麻衣', '战士', '胸部', '赞达拉辩护者胸甲', '19822', '+3 所有属性', '2020-20')
('一团', '白石麻衣', '战士', '胸部', '黑色龙鳞胸甲', '15050', '+100 生命值', '2020-20')
('一团', '白石麻衣', '战士', '腰部', '冲击束带', '19137', '', '2020-20')
('一团', '白石麻衣', '战士', '腿部', '怪异强化腿甲', '18380', '+100 生命值', '2020-20')
('一团', '白石麻衣', '战士', '腿部', '黑铁护腿', '17013', '+20 火焰抗性', '2020-20')
('一团', '白石麻衣', '战士', '脚', '愤怒马靴', '16965', '+7 耐力', '2020-20')
('一团', '白石麻衣', '战士', '脚', '黑色龙鳞战靴', '16984', '+7 耐力', '2020-20')
('一团', '白石麻衣', '战士', '腕部', '赞达拉辩护者护臂', '19824', '+9 耐力', '2020-20')
('一团', '白石麻衣', '战士', '腕部', '琥珀臂甲', '11767', '+7 耐力', '2020-20')
('一团', '白石麻衣', '战士', '手', '力量护手', '16863', '+7 力量', '2020-20')
('一团', '白石麻衣', '战士', '手指', '屠龙大师之戒', '19384', '', '2020-20')
('一团', '白石麻衣', '战士', '手指', '埃古雷亚指环', '17063', '', '2020-20')
('一团', '白石麻衣', '战士', '饰品', '正义之手', '11815', '', '2020-20')
('一团', '白石麻衣', '战士', '饰品', '闪耀徽章', '2802', '', '2020-20')
('一团', '白石麻衣', '战士', '饰品', '黑手饰物', '13965', '', '2020-20')
('一团', '白石麻衣', '战士', '饰品', '奥妮克希亚龙血护符', '18406', '', '2020-20')
('一团', '白石麻衣', '战士', '背部', '龙血斗篷', '17107', '+5 所有抗性', '2020-20')
('一团', '白石麻衣', '战士', '背部', '奥妮克希亚鳞片披风', '15138', '+5 所有抗性', '2020-20')
('一团', '白石麻衣', '战士', '主手武器', '雷霆之怒，逐风者的祝福之剑', '19019', '十字军', '2020-20')
('一团', '白石麻衣', '战士', '副手', '米拉之歌', '15806', '十字军', '2020-20')
('一团', '白石麻衣', '战士', '副手', '源质壁垒', '19349', '+7 耐力', '2020-20')
('一团', '白石麻衣', '战士', '远程', '曼多基尔之刺', '20038', '', '2020-20')
('一团', '白石麻衣', '战士', '公会徽章', '公会徽章', '5976', '', '2020-20')
('一团', '糸色神', '法师', '头部', '密苏达尔，夺魂者的头饰', '19375', '+8 法术强度', '2020-20')
('一团', '糸色神', '法师', '颈部', '火焰之王的项圈', '18814', '', '2020-20')
('一团', '糸色神', '法师', '颈部', '龙火护符', '16309', '', '2020-20')
('一团', '糸色神', '法师', '肩部', '黑翼衬肩', '19370', '', '2020-20')
('一团', '糸色神', '法师', '肩部', '光芒衬肩', '16980', '', '2020-20')
('一团', '糸色神', '法师', '衬衣', '学徒衬衣', '6096', '', '2020-20')
('一团', '糸色神', '法师', '胸部', '大法师之袍', '14152', '+100 法力值', '2020-20')
('一团', '糸色神', '法师', '胸部', '黑灰长袍', '19399', '', '2020-20')
('一团', '糸色神', '法师', '腰部', '燃魔腰带', '19136', '', '2020-20')
('一团', '糸色神', '法师', '腿部', '灵风短裤', '16915', '+8 法术强度', '2020-20')
('一团', '糸色神', '法师', '腿部', '光芒护腿', '19165', '+8 法术强度', '2020-20')
('一团', '糸色神', '法师', '脚', '奥术师便鞋', '16800', '', '2020-20')
('一团', '糸色神', '法师', '脚', '龙骑兵长靴', '18102', '加速略微提升', '2020-20')
('一团', '糸色神', '法师', '腕部', '庄严护腕', '18497', '+7 智力', '2020-20')
('一团', '糸色神', '法师', '手', '灵风手套', '16913', '', '2020-20')
('一团', '糸色神', '法师', '手', '光芒手套', '16979', '', '2020-20')
('一团', '糸色神', '法师', '手指', '惩戒指环', '22721', '', '2020-20')
('一团', '糸色神', '法师', '手指', '水蓝石戒指', '11974', '', '2020-20')
('一团', '糸色神', '法师', '手指', '法术能量之戒', '19147', '', '2020-20')
('一团', '糸色神', '法师', '手指', '法术能量之戒', '19147', '', '2020-20')
('一团', '糸色神', '法师', '手指', '水蓝石戒指', '11974', '', '2020-20')
('一团', '糸色神', '法师', '手指', '惩戒指环', '22721', '', '2020-20')
('一团', '糸色神', '法师', '饰品', '思维加速宝石', '19339', '', '2020-20')
('一团', '糸色神', '法师', '饰品', '奈萨里奥之泪', '19379', '', '2020-20')
('一团', '糸色神', '法师', '背部', '萨菲隆斗篷', '17078', '', '2020-20')
('一团', '糸色神', '法师', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('一团', '糸色神', '法师', '主手武器', '统御法杖', '18842', '+30 法术强度', '2020-20')
('一团', '糸色神', '法师', '远程', '骨寒魔杖', '19108', '', '2020-20')
('一团', 'Fightagain', '盗贼', '头部', '血牙头巾', '16908', '', '2020-20')
('一团', 'Fightagain', '盗贼', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-20')
('一团', 'Fightagain', '盗贼', '肩部', '赞达拉狂妄者衬肩', '19835', '', '2020-20')
('一团', 'Fightagain', '盗贼', '衬衣', '红色亚麻衬衣', '2575', '', '2020-20')
('一团', 'Fightagain', '盗贼', '胸部', '血牙胸甲', '16905', '+100 生命值', '2020-20')
('一团', 'Fightagain', '盗贼', '腰部', '防腐徽记腰带', '20216', '', '2020-20')
('一团', 'Fightagain', '盗贼', '腿部', '血牙短裤', '16909', '', '2020-20')
('一团', 'Fightagain', '盗贼', '脚', '暗影烈焰长靴', '19381', '+7 耐力', '2020-20')
('一团', 'Fightagain', '盗贼', '腕部', '赞达拉狂妄者护腕', '19836', '', '2020-20')
('一团', 'Fightagain', '盗贼', '手', '夜幕杀手手套', '16826', '+7 敏捷', '2020-20')
('一团', 'Fightagain', '盗贼', '手指', '屠龙大师之戒', '19384', '', '2020-20')
('一团', 'Fightagain', '盗贼', '手指', '源力之环', '19432', '', '2020-20')
('一团', 'Fightagain', '盗贼', '饰品', '正义之手', '11815', '', '2020-20')
('一团', 'Fightagain', '盗贼', '饰品', '龙牙饰物', '19406', '', '2020-20')
('一团', 'Fightagain', '盗贼', '背部', '部族之力', '22712', '', '2020-20')
('一团', 'Fightagain', '盗贼', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('一团', 'Fightagain', '盗贼', '主手武器', '黑龙之爪', '19365', '十字军', '2020-20')
('一团', 'Fightagain', '盗贼', '副手', '米拉之歌', '15806', '灼热武器', '2020-20')
('一团', 'Fightagain', '盗贼', '远程', '黑鸦', '12651', '', '2020-20')
('一团', '猎丨头', '猎人', '头部', '巨人追猎者头盔', '16846', '+8 敏捷', '2020-20')
('一团', '猎丨头', '猎人', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-20')
('一团', '猎丨头', '猎人', '肩部', '巨人追猎者肩饰', '16848', '+5 火焰抗性', '2020-20')
('一团', '猎丨头', '猎人', '衬衣', '杉德尔船长的衬衣', '3342', '', '2020-20')
('一团', '猎丨头', '猎人', '胸部', '巨人追猎者胸甲', '16845', '+4 所有属性', '2020-20')
('一团', '猎丨头', '猎人', '腰部', '巨人追猎者腰带', '16851', '', '2020-20')
('一团', '猎丨头', '猎人', '腿部', '巨人追猎者护腿', '16847', '+8 敏捷', '2020-20')
('一团', '猎丨头', '猎人', '脚', '巨人追猎者长靴', '16849', '加速略微提升', '2020-20')
('一团', '猎丨头', '猎人', '腕部', '巨人追猎者护腕', '16850', '+9 耐力', '2020-20')
('一团', '猎丨头', '猎人', '手', '巨人追猎者手套', '16852', '+7 敏捷', '2020-20')
('一团', '猎丨头', '猎人', '手指', '迅击戒指', '18821', '', '2020-20')
('一团', '猎丨头', '猎人', '手指', '胡里奥指环', '19325', '', '2020-20')
('一团', '猎丨头', '猎人', '饰品', '埃雷萨拉斯皇家徽记', '18473', '', '2020-20')
('一团', '猎丨头', '猎人', '饰品', '黑手饰物', '13965', '', '2020-20')
('一团', '猎丨头', '猎人', '背部', '环雾披风', '17102', '+5 所有抗性', '2020-20')
('一团', '猎丨头', '猎人', '主手武器', '熔火犬牙', '18805', '+15 敏捷', '2020-20')
('一团', '猎丨头', '猎人', '副手', '斩骨手斧', '18737', '+15 敏捷', '2020-20')
('一团', '猎丨头', '猎人', '远程', '伦鲁迪洛尔，上古守护者的长弓', '18713', '+30 远程爆击', '2020-20')
('一团', '蛋蛋春子', '德鲁伊', '头部', '狼头之盔', '8345', '+8 敏捷', '2020-20')
('一团', '蛋蛋春子', '德鲁伊', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-20')
('一团', '蛋蛋春子', '德鲁伊', '肩部', '强击护肩', '12927', '', '2020-20')
('一团', '蛋蛋春子', '德鲁伊', '衬衣', '棕色亚麻衬衣', '4344', '', '2020-20')
('一团', '蛋蛋春子', '德鲁伊', '胸部', '骑士队长的龙皮护胸', '23294', '+100 生命值', '2020-20')
('一团', '蛋蛋春子', '德鲁伊', '腰部', '防腐徽记腰带', '20216', '', '2020-20')
('一团', '蛋蛋春子', '德鲁伊', '腿部', '魔暴龙皮护腿', '15062', '+8 敏捷', '2020-20')
('一团', '蛋蛋春子', '德鲁伊', '脚', '暗影烈焰长靴', '19381', '+7 耐力', '2020-20')
('一团', '蛋蛋春子', '德鲁伊', '腕部', '巡林者护腕', '19587', '+7 力量', '2020-20')
('一团', '蛋蛋春子', '德鲁伊', '手', '魔暴龙皮手套', '15063', '+7 敏捷', '2020-20')
('一团', '蛋蛋春子', '德鲁伊', '手指', '胡里奥指环', '19325', '', '2020-20')
('一团', '蛋蛋春子', '德鲁伊', '手指', '黯淡的精灵戒指', '18500', '', '2020-20')
('一团', '蛋蛋春子', '德鲁伊', '饰品', '暗月卡片：漩涡', '19289', '', '2020-20')
('一团', '蛋蛋春子', '德鲁伊', '饰品', '反击磁石', '18537', '', '2020-20')
('一团', '蛋蛋春子', '德鲁伊', '背部', '黑爵士的斗篷', '13340', '', '2020-20')
('一团', '蛋蛋春子', '德鲁伊', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('一团', '蛋蛋春子', '德鲁伊', '主手武器', '龙人之槌', '19358', '+15 敏捷', '2020-20')
('一团', '蛋蛋春子', '德鲁伊', '公会徽章', '公会徽章', '5976', '', '2020-20')
('一团', '跑得慢', '盗贼', '头部', '血牙头巾', '16908', '+8 敏捷', '2020-20')
('一团', '跑得慢', '盗贼', '颈部', '奥妮克希亚龙牙坠饰', '18404', '', '2020-20')
('一团', '跑得慢', '盗贼', '肩部', '夜幕杀手护肩', '16823', '', '2020-20')
('一团', '跑得慢', '盗贼', '衬衣', '红色亚麻衬衣', '2575', '', '2020-20')
('一团', '跑得慢', '盗贼', '胸部', '血牙胸甲', '16905', '', '2020-20')
('一团', '跑得慢', '盗贼', '腰部', '血牙腰带', '16910', '', '2020-20')
('一团', '跑得慢', '盗贼', '腿部', '血牙短裤', '16909', '+8 敏捷', '2020-20')
('一团', '跑得慢', '盗贼', '脚', '暗影烈焰长靴', '19381', '', '2020-20')
('一团', '跑得慢', '盗贼', '腕部', '血牙护腕', '16911', '+9 力量', '2020-20')
('一团', '跑得慢', '盗贼', '手', '古代熔火皮手套', '18823', '+7 敏捷', '2020-20')
('一团', '跑得慢', '盗贼', '手指', '迅击戒指', '18821', '', '2020-20')
('一团', '跑得慢', '盗贼', '手指', '胡里奥指环', '19325', '', '2020-20')
('一团', '跑得慢', '盗贼', '饰品', '毒性图腾', '19342', '', '2020-20')
('一团', '跑得慢', '盗贼', '饰品', '黑手饰物', '13965', '', '2020-20')
('一团', '跑得慢', '盗贼', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-20')
('一团', '跑得慢', '盗贼', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('一团', '跑得慢', '盗贼', '主手武器', '毁灭之刃', '18816', '十字军', '2020-20')
('一团', '跑得慢', '盗贼', '副手', '熔火犬牙', '18805', '+15 敏捷', '2020-20')
('一团', '跑得慢', '盗贼', '远程', '古拉巴什矮人摧毁者', '19853', '', '2020-20')
('一团', '诺也', '猎人', '头部', '巨龙追猎者头盔', '16939', '+24 远程攻击强度，+10 耐力，+1% 命中几率', '2020-20')
('一团', '诺也', '猎人', '颈部', '普瑞斯托的阴谋饰物', '19377', '', '2020-20')
('一团', '诺也', '猎人', '肩部', '巨龙追猎者肩甲', '16937', '+5 火焰抗性', '2020-20')
('一团', '诺也', '猎人', '衬衣', '紫色丝质衬衣', '4335', '', '2020-20')
('一团', '诺也', '猎人', '胸部', '巨龙追猎者胸甲', '16942', '+4 所有属性', '2020-20')
('一团', '诺也', '猎人', '腰部', '巨龙追猎者腰带', '16936', '', '2020-20')
('一团', '诺也', '猎人', '腿部', '巨龙追猎者腿甲', '16938', '+24 远程攻击强度，+10 耐力，+1% 命中几率', '2020-20')
('一团', '诺也', '猎人', '脚', '巨龙追猎者胫甲', '16941', '+7 敏捷', '2020-20')
('一团', '诺也', '猎人', '腕部', '巨龙追猎者护腕', '16935', '+9 耐力', '2020-20')
('一团', '诺也', '猎人', '手', '巨龙追猎者护手', '16940', '+7 敏捷', '2020-20')
('一团', '诺也', '猎人', '手指', '埃古雷亚指环', '17063', '', '2020-20')
('一团', '诺也', '猎人', '手指', '胡里奥指环', '19325', '', '2020-20')
('一团', '诺也', '猎人', '饰品', '埃雷萨拉斯皇家徽记', '18473', '', '2020-20')
('一团', '诺也', '猎人', '饰品', '魔暴龙眼', '19991', '', '2020-20')
('一团', '诺也', '猎人', '饰品', '黑手饰物', '13965', '', '2020-20')
('一团', '诺也', '猎人', '背部', '黑爵士的斗篷', '13340', '+3 敏捷', '2020-20')
('一团', '诺也', '猎人', '背部', '奥妮克希亚鳞片披风', '15138', '', '2020-20')
('一团', '诺也', '猎人', '主手武器', '斩骨手斧', '18737', '+15 敏捷', '2020-20')
('一团', '诺也', '猎人', '副手', '斩骨手斧', '18737', '+15 敏捷', '2020-20')
('一团', '诺也', '猎人', '远程', '埃瑟利苏尔，惩戒之弩', '19361', '瞄准镜（+7 伤害）', '2020-20')
('一团', 'Worsewoman', '牧师', '头部', '卓越之环', '16921', '+10 智力，+10 耐力，+10 全能', '2020-20')
('一团', 'Worsewoman', '牧师', '颈部', '金度的邪眼', '19885', '', '2020-20')
('一团', 'Worsewoman', '牧师', '颈部', '启示项链', '17109', '', '2020-20')
('一团', 'Worsewoman', '牧师', '肩部', '赞达拉忏悔者衬肩', '19841', '', '2020-20')
('一团', 'Worsewoman', '牧师', '衬衣', '橙色魔纹衬衣', '10056', '', '2020-20')
('一团', 'Worsewoman', '牧师', '胸部', '卓越法袍', '16923', '+4 所有属性', '2020-20')
('一团', 'Worsewoman', '牧师', '腰部', '赞达拉忏悔者腰带', '19842', '', '2020-20')
('一团', 'Worsewoman', '牧师', '腿部', '卓越护腿', '16922', '+10 智力，+10 耐力，+10 全能', '2020-20')
